Order ID,Customer Name,Category,Sub Category,City,Order Date,Region,Sales,Discount,Profit,State
OD8697,Mathew,Fruits & Veggies,Organic Fruits,Moradabad,18-06-2016,North,1952,0.13,683.2,Uttar Pradesh
OD8698,Yadav,"Eggs, Meat & Fish",Fish,Gorakhpur,24-04-2017,East,525,0.34,168,Uttar Pradesh
OD8699,Malik,"Eggs, Meat & Fish",Eggs,Bikaner,25-07-2018,West,1423,0.24,640.35,Rajasthan
OD8700,Roshan,"Eggs, Meat & Fish",Mutton,Gorakhpur,26-12-2017,East,684,0.16,88.92,Uttar Pradesh
OD8701,Sharon,Snacks,Chocolates,Meerut,20-05-2018,North,658,0.22,256.62,Uttar Pradesh
OD8702,Vinne,Food Grains,Atta & Flour,Jamshedpur,26-03-2015,East,1537,0.26,599.43,Jharkhand
OD8703,Vinne,"Eggs, Meat & Fish",Eggs,Jodhpur,15-12-2017,West,1820,0.35,600.6,Rajasthan
OD8704,Surya,Oil & Masala,Masalas,Surat,20-02-2018,West,642,0.34,44.94,Gujarat
OD8705,Krithika,Beverages,Health Drinks,Patna,14-03-2015,East,720,0.27,50.4,Bihar
OD8706,Veronica,Oil & Masala,Edible Oil & Ghee,Surat,14-04-2018,West,2109,0.27,463.98,Gujarat
OD8707,Yadav,Snacks,Cookies,Moradabad,19-04-2015,North,2045,0.29,879.35,Uttar Pradesh
OD8708,Verma,Fruits & Veggies,Fresh Fruits,Jodhpur,14-11-2018,West,1290,0.28,528.9,Rajasthan
OD8709,Arutra,Fruits & Veggies,Organic Vegetables,Dhanbad,28-04-2016,East,1846,0.17,683.02,Jharkhand
OD8710,Suresh,"Eggs, Meat & Fish",Chicken,Amritsar,15-06-2018,North,2452,0.28,122.6,Punjab
OD8711,Sabeela,Oil & Masala,Edible Oil & Ghee,Ajmer,21-11-2015,West,1069,0.2,406.22,Rajasthan
OD8712,Rumaiza,Fruits & Veggies,Fresh Fruits,Kochi,15-06-2018,South,1950,0.33,663,Kerela
OD8713,Verma,Fruits & Veggies,Organic Vegetables,Chandigarh,26-08-2018,North,938,0.32,168.84,Punjab
OD8714,Verma,Oil & Masala,Spices,Nashik,21-07-2018,West,704,0.21,133.76,Maharashtra
OD8715,Ramesh,Snacks,Noodles,Nashik,15-06-2018,West,1980,0.22,198,Maharashtra
OD8716,Kumar,"Eggs, Meat & Fish",Eggs,Kanpur,29-09-2017,North,1670,0.27,517.7,Uttar Pradesh
OD8717,Verma,"Eggs, Meat & Fish",Mutton,Jamshedpur,05-02-2018,East,1407,0.1,337.68,Jharkhand
OD8718,Esther,Fruits & Veggies,Fresh Fruits,Meerut,03-11-2015,North,957,0.25,114.84,Uttar Pradesh
OD8719,Jonas,"Eggs, Meat & Fish",Chicken,Moradabad,28-04-2016,North,2454,0.2,490.8,Uttar Pradesh
OD8720,Amy,Oil & Masala,Edible Oil & Ghee,Ajmer,14-03-2015,West,2331,0.21,745.92,Rajasthan
OD8721,Vidya,Beverages,Soft Drinks,Jamshedpur,19-03-2016,East,897,0.19,80.73,Jharkhand
OD8722,Krithika,Beverages,Health Drinks,Amritsar,23-11-2017,North,1293,0.2,155.16,Punjab
OD8723,Amy,Snacks,Cookies,Lucknow,18-09-2018,North,1073,0.21,300.44,Uttar Pradesh
OD8724,Sundar,Beverages,Health Drinks,Moradabad,13-06-2018,North,1949,0.34,779.6,Uttar Pradesh
OD8725,Aditi,Food Grains,Organic Staples,Gorakhpur,30-03-2015,East,845,0.14,270.4,Uttar Pradesh
OD8726,Sharon,Beverages,Health Drinks,Ajmer,19-12-2018,West,2440,0.34,756.4,Rajasthan
OD8727,Aditi,Fruits & Veggies,Fresh Vegetables,Nashik,17-02-2018,West,1224,0.27,367.2,Maharashtra
OD8728,Suresh,Fruits & Veggies,Organic Vegetables,Surat,21-02-2018,West,1271,0.12,394.01,Gujarat
OD8729,Mathew,Oil & Masala,Edible Oil & Ghee,Jodhpur,21-10-2018,West,1375,0.27,398.75,Rajasthan
OD8730,Amrish,Snacks,Chocolates,Surat,11-08-2016,West,1631,0.12,342.51,Gujarat
OD8731,Shree,Beverages,Health Drinks,Surat,18-08-2015,West,1062,0.17,329.22,Gujarat
OD8732,Malik,"Eggs, Meat & Fish",Chicken,Moradabad,13-07-2016,North,1711,0.16,444.86,Uttar Pradesh
OD8733,Arvind,Food Grains,Atta & Flour,Ajmer,25-04-2017,West,2267,0.17,249.37,Rajasthan
OD8734,Amy,Snacks,Cookies,Moradabad,14-09-2018,North,847,0.32,245.63,Uttar Pradesh
OD8735,Sabeela,Oil & Masala,Masalas,Gorakhpur,06-09-2016,East,1306,0.13,78.36,Uttar Pradesh
OD8736,Esther,"Eggs, Meat & Fish",Fish,Rajkot,22-06-2016,West,1934,0.19,367.46,Gujarat
OD8737,Jackson,Oil & Masala,Masalas,Patna,28-04-2017,East,1148,0.19,149.24,Bihar
OD8738,Ram,Fruits & Veggies,Fresh Fruits,Rajkot,26-11-2017,West,1103,0.33,143.39,Gujarat
OD8739,Hussain,Beverages,Soft Drinks,Madurai,13-03-2018,South,1828,0.22,493.56,Tamil Nadu
OD8740,Yadav,Beverages,Soft Drinks,Dhanbad,15-01-2017,East,1501,0.25,300.2,Jharkhand
OD8741,Shree,Bakery,Cakes,Pune,19-09-2017,West,898,0.17,278.38,Maharashtra
OD8742,Sudeep,Oil & Masala,Edible Oil & Ghee,Pune,07-01-2016,West,2055,0.26,554.85,Maharashtra
OD8743,Harish,"Eggs, Meat & Fish",Fish,Trivandrum,19-09-2017,South,795,0.33,127.2,Kerela
OD8744,Peer,"Eggs, Meat & Fish",Fish,Patna,26-06-2018,East,2445,0.3,1051.35,Bihar
OD8745,Verma,Snacks,Noodles,Amritsar,17-05-2017,North,1039,0.31,166.24,Punjab
OD8746,Arvind,Snacks,Noodles,Rajkot,14-09-2018,West,1960,0.16,862.4,Gujarat
OD8747,Jonas,Beverages,Soft Drinks,Gorakhpur,22-10-2018,East,2081,0.1,166.48,Uttar Pradesh
OD8748,Ravi,Oil & Masala,Masalas,Madurai,04-06-2016,South,1697,0.12,203.64,Tamil Nadu
OD8749,Sudeep,"Eggs, Meat & Fish",Chicken,Madurai,22-09-2017,South,2270,0.16,839.9,Tamil Nadu
OD8750,Hussain,Food Grains,Dals & Pulses,Coimbatore,27-08-2018,South,510,0.12,127.5,Tamil Nadu
OD8751,Yadav,Fruits & Veggies,Organic Fruits,Jamshedpur,19-09-2017,East,1961,0.14,725.57,Jharkhand
OD8752,Amrish,Bakery,Biscuits,Nashik,28-12-2018,West,701,0.29,126.18,Maharashtra
OD8753,Shah,Bakery,Cakes,Moradabad,06-09-2018,North,1339,0.33,334.75,Uttar Pradesh
OD8754,Amy,"Eggs, Meat & Fish",Mutton,Jamshedpur,10-06-2017,East,691,0.24,165.84,Jharkhand
OD8755,Ravi,Bakery,Cakes,Lucknow,28-02-2016,North,916,0.31,201.52,Uttar Pradesh
OD8756,Veena,Food Grains,Organic Staples,Coimbatore,24-11-2017,South,2301,0.32,851.37,Tamil Nadu
OD8757,Ganesh,Bakery,Breads & Buns,Kanpur,29-05-2016,North,1707,0.21,477.96,Uttar Pradesh
OD8758,Arutra,Oil & Masala,Spices,Lucknow,21-09-2015,North,2380,0.27,1023.4,Uttar Pradesh
OD8759,Harish,Snacks,Noodles,Gorakhpur,20-04-2018,East,673,0.23,255.74,Uttar Pradesh
OD8760,Amy,Fruits & Veggies,Organic Fruits,Dhanbad,27-08-2018,East,1464,0.3,483.12,Jharkhand
OD8761,Vinne,Food Grains,Organic Staples,Jodhpur,27-12-2017,West,1200,0.33,180,Rajasthan
OD8762,Anu,"Eggs, Meat & Fish",Eggs,Moradabad,21-06-2017,North,1311,0.35,550.62,Uttar Pradesh
OD8763,Amrish,Food Grains,Rice,Surat,21-09-2015,West,582,0.29,215.34,Gujarat
OD8764,Kumar,"Eggs, Meat & Fish",Fish,Nashik,18-11-2015,West,1358,0.27,611.1,Maharashtra
OD8765,Sharon,Fruits & Veggies,Organic Fruits,Moradabad,30-07-2018,North,1894,0.14,738.66,Uttar Pradesh
OD8766,Mathew,Snacks,Chocolates,Chandigarh,20-04-2018,North,766,0.14,237.46,Punjab
OD8767,Arutra,Fruits & Veggies,Fresh Fruits,Bikaner,17-02-2018,West,1895,0.25,663.25,Rajasthan
OD8768,Aditi,Food Grains,Organic Staples,Kanpur,25-07-2017,North,1991,0.28,816.31,Uttar Pradesh
OD8769,Shah,Beverages,Health Drinks,Jamshedpur,20-12-2015,East,1036,0.29,207.2,Jharkhand
OD8770,Ganesh,Bakery,Breads & Buns,Ajmer,30-10-2018,West,2155,0.1,926.65,Rajasthan
OD8771,Sheeba,Beverages,Soft Drinks,Rajkot,20-12-2015,West,2398,0.25,527.56,Gujarat
OD8772,Akash,Bakery,Cakes,Dhanbad,13-10-2015,East,2287,0.24,205.83,Jharkhand
OD8773,Vinne,Food Grains,Atta & Flour,Kochi,26-12-2015,South,1752,0.13,455.52,Kerela
OD8774,Veena,Oil & Masala,Spices,Jamshedpur,13-10-2015,East,2386,0.25,691.94,Jharkhand
OD8775,Jackson,Beverages,Health Drinks,Patna,13-10-2015,East,1003,0.15,330.99,Bihar
OD8776,Veena,Beverages,Soft Drinks,Trivandrum,30-10-2018,South,2197,0.19,329.55,Kerela
OD8777,Ravi,Food Grains,Organic Staples,Moradabad,30-10-2018,North,2126,0.35,850.4,Uttar Pradesh
OD8778,Surya,"Eggs, Meat & Fish",Eggs,Kochi,13-05-2015,South,1024,0.34,133.12,Kerela
OD8779,Vidya,Oil & Masala,Masalas,Surat,14-04-2017,West,1085,0.25,151.9,Gujarat
OD8780,Surya,Beverages,Soft Drinks,Kanpur,25-04-2018,North,2371,0.26,640.17,Uttar Pradesh
OD8781,Sabeela,"Eggs, Meat & Fish",Fish,Meerut,20-06-2015,North,1508,0.34,316.68,Uttar Pradesh
OD8782,Surya,Oil & Masala,Spices,Amritsar,25-04-2018,North,2481,0.12,173.67,Punjab
OD8783,Anu,Oil & Masala,Edible Oil & Ghee,Trivandrum,23-06-2018,South,895,0.11,205.85,Kerela
OD8784,Roshan,Fruits & Veggies,Organic Vegetables,Jodhpur,26-11-2017,West,1402,0.13,168.24,Rajasthan
OD8785,Ridhesh,Oil & Masala,Masalas,Meerut,25-12-2018,North,1903,0.25,152.24,Uttar Pradesh
OD8786,Veena,Fruits & Veggies,Fresh Vegetables,Jhansi,13-05-2015,East,899,0.3,80.91,Jharkhand
OD8787,Haseena,Beverages,Health Drinks,Meerut,26-03-2018,North,2124,0.11,743.4,Uttar Pradesh
OD8788,Surya,"Eggs, Meat & Fish",Fish,Patna,26-06-2016,East,1394,0.31,153.34,Bihar
OD8789,Sundar,Fruits & Veggies,Fresh Vegetables,Kochi,29-11-2016,South,1516,0.24,515.44,Kerela
OD8790,Alan,Snacks,Cookies,Kochi,21-09-2016,South,1043,0.34,469.35,Kerela
OD8791,Sudha,Snacks,Noodles,Lucknow,21-06-2018,North,1288,0.26,270.48,Uttar Pradesh
OD8792,Jonas,Bakery,Biscuits,Dhanbad,19-02-2018,East,767,0.16,46.02,Jharkhand
OD8793,Arutra,Snacks,Cookies,Gorakhpur,14-06-2017,East,1883,0.12,301.28,Uttar Pradesh
OD8794,Jackson,Fruits & Veggies,Organic Vegetables,Rajkot,26-09-2015,West,1144,0.19,446.16,Gujarat
OD8795,Alan,Food Grains,Dals & Pulses,Jhansi,28-11-2015,East,1279,0.21,306.96,Jharkhand
OD8796,Hussain,"Eggs, Meat & Fish",Mutton,Pune,11-02-2017,West,2369,0.18,876.53,Maharashtra
OD8797,Sabeela,Beverages,Health Drinks,Bikaner,10-11-2018,West,1370,0.22,465.8,Rajasthan
OD8798,Veena,Beverages,Health Drinks,Amritsar,14-06-2017,North,621,0.28,260.82,Punjab
OD8799,Kumar,Fruits & Veggies,Organic Vegetables,Chandigarh,17-12-2015,North,2226,0.23,400.68,Punjab
OD8800,Yusuf,Bakery,Cakes,Surat,18-03-2016,West,2186,0.16,174.88,Gujarat
OD8801,Suresh,Oil & Masala,Edible Oil & Ghee,Lucknow,05-03-2018,North,2325,0.16,627.75,Uttar Pradesh
OD8802,Ram,Beverages,Health Drinks,Surat,26-05-2015,West,661,0.35,251.18,Gujarat
OD8803,Ganesh,Beverages,Soft Drinks,Jamshedpur,17-11-2017,East,1176,0.12,399.84,Jharkhand
OD8804,Vidya,"Eggs, Meat & Fish",Eggs,Jamshedpur,01-04-2015,East,1191,0.33,178.65,Jharkhand
OD8805,Malik,Food Grains,Organic Staples,Amritsar,16-09-2018,North,1077,0.19,226.17,Punjab
OD8806,Veronica,Snacks,Cookies,Bikaner,26-09-2018,West,1268,0.21,63.4,Rajasthan
OD8807,Komal,Snacks,Cookies,Coimbatore,22-10-2016,South,1319,0.1,131.9,Tamil Nadu
OD8808,Akash,Fruits & Veggies,Organic Fruits,Jodhpur,28-09-2018,West,2110,0.12,865.1,Rajasthan
OD8809,Sharon,Bakery,Cakes,Moradabad,17-12-2018,North,2243,0.2,314.02,Uttar Pradesh
OD8810,James,Bakery,Cakes,Varanasi,28-11-2016,North,1307,0.26,483.59,Uttar Pradesh
OD8811,Sudeep,Beverages,Soft Drinks,Surat,18-12-2017,West,1215,0.16,449.55,Gujarat
OD8812,Amrish,Fruits & Veggies,Organic Fruits,Varanasi,28-09-2018,North,1808,0.25,452,Uttar Pradesh
OD8813,Vidya,"Eggs, Meat & Fish",Mutton,Chandigarh,24-12-2018,North,1760,0.3,211.2,Punjab
OD8814,Arutra,Bakery,Breads & Buns,Ajmer,15-02-2015,West,2295,0.13,481.95,Rajasthan
OD8815,Veena,Fruits & Veggies,Fresh Vegetables,Patna,23-09-2018,East,507,0.24,147.03,Bihar
OD8816,Surya,Beverages,Soft Drinks,Meerut,13-04-2016,North,2390,0.12,956,Uttar Pradesh
OD8817,Krithika,Bakery,Breads & Buns,Lucknow,28-09-2018,North,1495,0.24,627.9,Uttar Pradesh
OD8818,Aditi,Bakery,Cakes,Madurai,19-11-2017,South,860,0.19,352.6,Tamil Nadu
OD8819,Muneer,Bakery,Breads & Buns,Pune,18-12-2017,West,1720,0.13,498.8,Maharashtra
OD8820,Vince,Bakery,Breads & Buns,Kochi,19-01-2017,South,2052,0.11,554.04,Kerela
OD8821,Mathew,Food Grains,Organic Staples,Nashik,18-12-2017,West,608,0.14,103.36,Maharashtra
OD8822,Haseena,Snacks,Chocolates,Kanpur,09-08-2016,North,1775,0.18,355,Uttar Pradesh
OD8823,Adavan,Fruits & Veggies,Organic Vegetables,Moradabad,14-11-2016,North,2379,0.3,785.07,Uttar Pradesh
OD8824,Willams,Bakery,Cakes,Coimbatore,17-07-2015,South,1418,0.14,255.24,Tamil Nadu
OD8825,Jonas,Food Grains,Rice,Bikaner,17-10-2017,West,867,0.3,164.73,Rajasthan
OD8826,Alan,Snacks,Cookies,Jodhpur,02-02-2016,West,2361,0.3,802.74,Rajasthan
OD8827,Sundar,Beverages,Soft Drinks,Jhansi,23-03-2018,East,1295,0.25,142.45,Jharkhand
OD8828,Ravi,Snacks,Chocolates,Dhanbad,25-10-2018,East,1324,0.15,476.64,Jharkhand
OD8829,Anu,"Eggs, Meat & Fish",Chicken,Patna,27-10-2018,East,791,0.17,55.37,Bihar
OD8830,Ridhesh,Food Grains,Dals & Pulses,Coimbatore,13-04-2016,South,2286,0.16,137.16,Tamil Nadu
OD8831,Sheeba,Bakery,Breads & Buns,Kanpur,30-08-2018,North,1417,0.13,481.78,Uttar Pradesh
OD8832,Yusuf,Bakery,Breads & Buns,Madurai,28-09-2018,South,590,0.34,247.8,Tamil Nadu
OD8833,Sharon,Oil & Masala,Edible Oil & Ghee,Surat,07-11-2017,West,650,0.19,84.5,Gujarat
OD8834,Krithika,Beverages,Health Drinks,Trivandrum,06-04-2018,South,1730,0.27,363.3,Kerela
OD8835,Arutra,Food Grains,Dals & Pulses,Gorakhpur,18-12-2017,East,1759,0.17,686.01,Uttar Pradesh
OD8836,Sudha,Fruits & Veggies,Organic Vegetables,Coimbatore,20-05-2017,South,1458,0.12,320.76,Tamil Nadu
OD8837,Vidya,Bakery,Biscuits,Lucknow,26-06-2017,North,2090,0.34,856.9,Uttar Pradesh
OD8838,Amrish,Snacks,Chocolates,Patna,03-10-2018,East,524,0.25,89.08,Bihar
OD8839,Vinne,Food Grains,Rice,Jhansi,01-01-2016,East,1478,0.27,517.3,Jharkhand
OD8840,Yusuf,Oil & Masala,Edible Oil & Ghee,Kochi,26-06-2017,South,1931,0.33,502.06,Kerela
OD8841,Yadav,Snacks,Noodles,Chandigarh,26-06-2017,North,1706,0.32,341.2,Punjab
OD8842,Vidya,Fruits & Veggies,Fresh Vegetables,Moradabad,21-09-2016,North,966,0.21,367.08,Uttar Pradesh
OD8843,Roshan,Food Grains,Organic Staples,Madurai,13-03-2018,South,1639,0.2,229.46,Tamil Nadu
OD8844,Sudeep,Snacks,Noodles,Meerut,14-08-2016,North,1512,0.24,362.88,Uttar Pradesh
OD8845,Ridhesh,Snacks,Noodles,Surat,03-12-2017,West,1207,0.25,519.01,Gujarat
OD8846,Roshan,Beverages,Health Drinks,Nashik,13-03-2018,West,1342,0.12,120.78,Maharashtra
OD8847,Veena,"Eggs, Meat & Fish",Chicken,Trivandrum,13-03-2018,South,1371,0.21,274.2,Kerela
OD8848,Harish,Snacks,Chocolates,Kanpur,05-10-2016,North,1814,0.14,798.16,Uttar Pradesh
OD8849,Roshan,Fruits & Veggies,Fresh Fruits,Jamshedpur,16-01-2015,East,2150,0.15,709.5,Jharkhand
OD8850,Aditi,Beverages,Health Drinks,Kochi,01-12-2017,South,1512,0.27,665.28,Kerela
OD8851,Ridhesh,"Eggs, Meat & Fish",Chicken,Trivandrum,20-06-2017,South,720,0.1,244.8,Kerela
OD8852,Jackson,Bakery,Biscuits,Kochi,02-08-2018,South,1499,0.18,269.82,Kerela
OD8853,Sabeela,Bakery,Biscuits,Kochi,10-07-2017,South,2360,0.23,141.6,Kerela
OD8854,Hafiz,Fruits & Veggies,Organic Fruits,Pune,20-10-2018,West,1023,0.13,306.9,Maharashtra
OD8855,Sheeba,Fruits & Veggies,Organic Fruits,Meerut,12-11-2016,North,1912,0.24,554.48,Uttar Pradesh
OD8856,Esther,Fruits & Veggies,Organic Vegetables,Amritsar,01-10-2016,North,2426,0.24,1018.92,Punjab
OD8857,Amy,Food Grains,Organic Staples,Madurai,28-02-2018,South,1725,0.26,86.25,Tamil Nadu
OD8858,Malik,Snacks,Cookies,Patna,19-06-2016,East,843,0.35,168.6,Bihar
OD8859,Sundar,Fruits & Veggies,Fresh Vegetables,Amritsar,29-09-2018,North,2334,0.21,653.52,Punjab
OD8860,James,Food Grains,Organic Staples,Chandigarh,29-09-2018,North,1107,0.26,210.33,Punjab
OD8861,Ridhesh,Food Grains,Dals & Pulses,Pune,30-11-2018,West,1974,0.24,197.4,Maharashtra
OD8862,Veronica,Beverages,Health Drinks,Nashik,18-12-2016,West,1746,0.15,453.96,Maharashtra
OD8863,Malik,Food Grains,Organic Staples,Meerut,19-11-2018,North,1822,0.34,273.3,Uttar Pradesh
OD8864,Harish,Bakery,Breads & Buns,Meerut,19-09-2018,North,1385,0.32,263.15,Uttar Pradesh
OD8865,Komal,Food Grains,Atta & Flour,Lucknow,21-07-2017,North,509,0.14,35.63,Uttar Pradesh
OD8866,Veronica,Oil & Masala,Edible Oil & Ghee,Jamshedpur,13-04-2018,East,1114,0.14,256.22,Jharkhand
OD8867,Jonas,"Eggs, Meat & Fish",Fish,Rourkela,03-10-2015,East,1473,0.35,530.28,Odhisa
OD8868,Ganesh,Beverages,Health Drinks,Jhansi,01-12-2016,East,838,0.15,159.22,Jharkhand
OD8869,Sundar,Oil & Masala,Spices,Gorakhpur,02-05-2018,East,2305,0.22,968.1,Uttar Pradesh
OD8870,Hafiz,Food Grains,Atta & Flour,Nashik,24-05-2017,West,1486,0.32,148.6,Maharashtra
OD8871,Jackson,Oil & Masala,Spices,Rourkela,28-11-2017,East,558,0.35,111.6,Odhisa
OD8872,James,Beverages,Soft Drinks,Bikaner,24-05-2017,West,1815,0.3,326.7,Rajasthan
OD8873,Verma,Fruits & Veggies,Fresh Fruits,Bikaner,21-07-2015,West,2346,0.18,258.06,Rajasthan
OD8874,Sudeep,Fruits & Veggies,Organic Fruits,Jhansi,08-01-2017,East,1566,0.24,501.12,Jharkhand
OD8875,Hussain,Oil & Masala,Edible Oil & Ghee,Coimbatore,18-06-2015,South,1486,0.25,148.6,Tamil Nadu
OD8876,Muneer,Food Grains,Organic Staples,Trivandrum,26-03-2015,South,1082,0.28,421.98,Kerela
OD8877,Amrish,Food Grains,Dals & Pulses,Meerut,09-10-2018,North,816,0.28,334.56,Uttar Pradesh
OD8878,Esther,Snacks,Cookies,Pune,06-03-2017,West,2390,0.3,669.2,Maharashtra
OD8879,Harish,Oil & Masala,Masalas,Chandigarh,15-04-2015,North,2286,0.3,640.08,Punjab
OD8880,Hussain,Snacks,Chocolates,Surat,26-07-2018,West,1952,0.26,117.12,Gujarat
OD8881,Surya,Fruits & Veggies,Fresh Vegetables,Moradabad,20-04-2018,North,2151,0.18,817.38,Uttar Pradesh
OD8882,Veronica,Snacks,Cookies,Trivandrum,23-10-2016,South,2363,0.31,354.45,Kerela
OD8883,Sudha,Food Grains,Organic Staples,Meerut,28-11-2015,North,1750,0.25,420,Uttar Pradesh
OD8884,James,Beverages,Health Drinks,Madurai,21-02-2018,South,1779,0.3,355.8,Tamil Nadu
OD8885,Surya,Snacks,Cookies,Trivandrum,13-04-2017,South,1389,0.24,263.91,Kerela
OD8886,Veronica,Fruits & Veggies,Fresh Fruits,Jodhpur,19-09-2015,West,1454,0.35,450.74,Rajasthan
OD8887,Verma,Beverages,Soft Drinks,Trivandrum,27-12-2016,South,2059,0.21,205.9,Kerela
OD8888,Ridhesh,Snacks,Chocolates,Meerut,02-02-2018,North,1057,0.29,359.38,Uttar Pradesh
OD8889,Veronica,Bakery,Breads & Buns,Dhanbad,28-06-2016,East,906,0.1,108.72,Jharkhand
OD8890,Alan,Food Grains,Dals & Pulses,Varanasi,28-11-2015,North,692,0.26,193.76,Uttar Pradesh
OD8891,Ravi,Oil & Masala,Masalas,Madurai,05-03-2017,South,2017,0.33,121.02,Tamil Nadu
OD8892,Hussain,Beverages,Soft Drinks,Meerut,30-05-2017,North,1941,0.19,543.48,Uttar Pradesh
OD8893,Jackson,Oil & Masala,Masalas,Trivandrum,30-12-2017,South,2196,0.1,790.56,Kerela
OD8894,Yusuf,Fruits & Veggies,Fresh Fruits,Kochi,11-07-2016,South,958,0.34,249.08,Kerela
OD8895,Roshan,Beverages,Soft Drinks,Surat,25-07-2017,West,2285,0.27,868.3,Gujarat
OD8896,Ram,Beverages,Health Drinks,Trivandrum,30-12-2017,South,864,0.32,345.6,Kerela
OD8897,Aditi,Food Grains,Organic Staples,Chandigarh,29-11-2016,North,2444,0.21,782.08,Punjab
OD8898,Ravi,Fruits & Veggies,Fresh Vegetables,Jodhpur,27-05-2015,West,2151,0.35,795.87,Rajasthan
OD8899,Suresh,Snacks,Cookies,Pune,04-06-2016,West,1600,0.18,544,Maharashtra
OD8900,Roshan,Food Grains,Dals & Pulses,Jhansi,30-11-2016,East,2372,0.26,237.2,Jharkhand
OD8901,Verma,"Eggs, Meat & Fish",Mutton,Jodhpur,23-04-2016,West,2082,0.24,666.24,Rajasthan
OD8902,Ridhesh,Beverages,Health Drinks,Jamshedpur,18-10-2015,East,1508,0.2,618.28,Jharkhand
OD8903,Ramesh,Food Grains,Dals & Pulses,Rourkela,25-05-2016,East,848,0.1,313.76,Odhisa
OD8904,Ganesh,Oil & Masala,Edible Oil & Ghee,Dhanbad,19-01-2015,East,1682,0.31,403.68,Jharkhand
OD8905,James,Food Grains,Atta & Flour,Nashik,10-11-2016,West,1789,0.32,178.9,Maharashtra
OD8906,Hafiz,Snacks,Noodles,Coimbatore,25-05-2016,South,1316,0.28,434.28,Tamil Nadu
OD8907,Harish,Fruits & Veggies,Fresh Fruits,Rourkela,28-02-2016,East,2232,0.21,959.76,Odhisa
OD8908,Sudeep,Beverages,Health Drinks,Rajkot,23-08-2015,West,2168,0.19,693.76,Gujarat
OD8909,Kumar,Fruits & Veggies,Fresh Vegetables,Coimbatore,25-11-2018,South,505,0.33,126.25,Tamil Nadu
OD8910,Komal,Oil & Masala,Edible Oil & Ghee,Patna,22-02-2016,East,2037,0.26,488.88,Bihar
OD8911,Komal,Bakery,Breads & Buns,Amritsar,17-03-2015,North,1720,0.29,653.6,Punjab
OD8912,Veronica,Snacks,Chocolates,Bikaner,14-09-2016,West,1467,0.22,616.14,Rajasthan
OD8913,Sabeela,Bakery,Biscuits,Pune,17-10-2017,West,1634,0.34,653.6,Maharashtra
OD8914,Willams,Beverages,Health Drinks,Moradabad,18-05-2018,North,1637,0.1,229.18,Uttar Pradesh
OD8915,Arvind,Bakery,Biscuits,Coimbatore,18-05-2018,South,1542,0.13,262.14,Tamil Nadu
OD8916,Ram,Snacks,Chocolates,Nashik,22-09-2018,West,2236,0.19,804.96,Maharashtra
OD8917,Arutra,Food Grains,Atta & Flour,Moradabad,16-11-2016,North,2113,0.17,591.64,Uttar Pradesh
OD8918,Amrish,Bakery,Breads & Buns,Jhansi,23-05-2016,East,1847,0.25,258.58,Jharkhand
OD8919,Sudeep,Bakery,Cakes,Amritsar,21-07-2016,North,1792,0.25,89.6,Punjab
OD8920,Alan,Fruits & Veggies,Fresh Fruits,Bikaner,20-10-2015,West,2475,0.35,396,Rajasthan
OD8921,Sabeela,"Eggs, Meat & Fish",Eggs,Lucknow,26-02-2018,North,910,0.15,391.3,Uttar Pradesh
OD8922,Roshan,Oil & Masala,Spices,Jodhpur,09-02-2018,West,1704,0.1,102.24,Rajasthan
OD8923,Roshan,"Eggs, Meat & Fish",Mutton,Dhanbad,20-10-2015,East,1992,0.15,517.92,Jharkhand
OD8924,Peer,Fruits & Veggies,Organic Fruits,Jamshedpur,02-02-2017,East,2216,0.13,642.64,Jharkhand
OD8925,Ganesh,Oil & Masala,Edible Oil & Ghee,Madurai,13-02-2016,South,870,0.25,43.5,Tamil Nadu
OD8926,Sharon,Fruits & Veggies,Organic Fruits,Rourkela,21-12-2016,East,1611,0.11,257.76,Odhisa
OD8927,Sabeela,Bakery,Biscuits,Jhansi,25-04-2018,East,2139,0.14,128.34,Jharkhand
OD8928,James,Snacks,Noodles,Chandigarh,24-03-2016,North,2164,0.26,281.32,Punjab
OD8929,Jonas,Snacks,Noodles,Nashik,27-10-2018,West,1276,0.15,484.88,Maharashtra
OD8930,Arutra,Beverages,Soft Drinks,Jhansi,17-09-2018,East,1364,0.15,531.96,Jharkhand
OD8931,Shree,Fruits & Veggies,Fresh Vegetables,Jhansi,29-03-2017,East,1956,0.31,430.32,Jharkhand
OD8932,Kumar,Fruits & Veggies,Fresh Fruits,Madurai,18-06-2018,South,911,0.22,109.32,Tamil Nadu
OD8933,Ravi,Bakery,Cakes,Varanasi,13-03-2015,North,2417,0.26,652.59,Uttar Pradesh
OD8934,Ganesh,Snacks,Cookies,Trivandrum,20-10-2015,South,1985,0.21,833.7,Kerela
OD8935,Ramesh,Fruits & Veggies,Fresh Fruits,Ajmer,13-05-2016,West,2100,0.16,483,Rajasthan
OD8936,Harish,Food Grains,Organic Staples,Bikaner,13-04-2016,West,1580,0.1,158,Rajasthan
OD8937,Amrish,Beverages,Health Drinks,Moradabad,30-10-2016,North,2404,0.35,552.92,Uttar Pradesh
OD8938,Sheeba,Fruits & Veggies,Organic Vegetables,Trivandrum,20-04-2016,South,1333,0.18,506.54,Kerela
OD8939,Amy,Food Grains,Dals & Pulses,Kochi,07-01-2016,South,1203,0.26,168.42,Kerela
